statement,truth_value,category,source
83 - 46 = 37,verdadero,matematicas,variaciones_matematicas
99 - 70 = 31,falso,matematicas,variaciones_matematicas
79 ÷ 12 = 22,falso,matematicas,variaciones_matematicas
(11 + 73) × 30 = 2540,falso,matematicas,variaciones_matematicas
146 + 25 = 171,verdadero,matematicas,variaciones_matematicas
8 ÷ 73 = 1,falso,matematicas,variaciones_matematicas
(17 + 33) × 18 = 914,falso,matematicas,variaciones_matematicas
φ (número áureo) es aproximadamente 1.61803,verdadero,matematicas,matematicas_adicional
El asteroide (2024 BR) tiene un diámetro aproximado de 0.28 km,verdadero,astronomia,nasa
165 + 12 = 182,falso,matematicas,variaciones_matematicas
198 ÷ 48 = 12,falso,matematicas,variaciones_matematicas
79 + 50 = 135,falso,matematicas,generador_masivo
(3 + 34) × 23 = 851,verdadero,matematicas,variaciones_matematicas
El asteroide (2016 JX5) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
La densidad del zinc no es 7.14 g/cm³,falso,ciencia,variaciones_cientificas
37 ÷ 50 = 11,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
103 + 2 = 117,falso,matematicas,variaciones_matematicas
10 × 10 = 100,verdadero,matematicas,generador_masivo
62 × 41 = 2542,verdadero,matematicas,generador_masivo
15 + 17 = 36,falso,matematicas,generador_masivo
√18769 = 137,verdadero,matematicas,variaciones_matematicas
23 ÷ 21 = 1,verdadero,matematicas,generador_masivo
85 - 20 = 65,verdadero,matematicas,generador_masivo
(12 + 54) × 9 = 594,verdadero,matematicas,variaciones_matematicas
(139 + 93) × 11 = 2560,falso,matematicas,variaciones_matematicas
38 - 57 = -19,verdadero,matematicas,variaciones_matematicas
112² = 12544,verdadero,matematicas,variaciones_matematicas
27 × 29 = 783,verdadero,matematicas,generador_masivo
"Australia tiene una población de 34,366,275 habitantes",falso,geografia,generador_masivo
35 + 55 + 35 = 125,verdadero,matematicas,variaciones_matematicas
India está en Asia,verdadero,geografia,generador_masivo
27 × 29 = 784,falso,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
√25921 = 162,falso,matematicas,variaciones_matematicas
66 × 2 = 138,falso,matematicas,generador_masivo
Tokio no es la capital de Japón,falso,geografia,generador_masivo
93 + 36 = 129,verdadero,matematicas,variaciones_matematicas
15 + 89 = 104,verdadero,matematicas,variaciones_matematicas
7 ÷ 89 = 0,verdadero,matematicas,variaciones_matematicas
√18769 = 138,falso,matematicas,variaciones_matematicas
Python no es un lenguaje de programación,falso,tecnologia,basico
27 × 18 = 486,verdadero,matematicas,variaciones_matematicas
(51 + 74) × 4 = 504,falso,matematicas,variaciones_matematicas
Nueva York es una ciudad de Estados Unidos,verdadero,geografia,generador_masivo
197 + 63 + 38 = 311,falso,matematicas,variaciones_matematicas
42 - 47 = -5,verdadero,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
68 ÷ 33 = 5,falso,matematicas,generador_masivo
√484 = 22,verdadero,matematicas,variaciones_matematicas
√24336 = 156,verdadero,matematicas,variaciones_matematicas
1 ÷ 29 = 0,verdadero,matematicas,variaciones_matematicas
142 + 84 = 226,verdadero,matematicas,variaciones_matematicas
50 + 39 = 89,verdadero,matematicas,variaciones_matematicas
83 ÷ 48 = 10,falso,matematicas,generador_masivo
26 - 82 = -44,falso,matematicas,variaciones_matematicas
176² = 30976,verdadero,matematicas,variaciones_matematicas
20 + 86 = 124,falso,matematicas,variaciones_matematicas
76 × 25 = 1900,verdadero,matematicas,variaciones_matematicas
(95 + 23) × 31 = 3658,verdadero,matematicas,variaciones_matematicas
82 ÷ 14 = 10,falso,matematicas,generador_masivo
6² = 45,falso,matematicas,variaciones_matematicas
25 - 11 = 14,verdadero,matematicas,generador_masivo
(70 + 28) × 36 = 3542,falso,matematicas,variaciones_matematicas
13 + 99 + 31 = 143,verdadero,matematicas,variaciones_matematicas
44 + 36 = 87,falso,matematicas,generador_masivo
87 ÷ 31 = 6,falso,matematicas,generador_masivo
198 × 34 = 6732,verdadero,matematicas,variaciones_matematicas
89 × 47 = 4183,verdadero,matematicas,generador_masivo
64 × 98 = 6272,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AB2) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
156 - 68 = 105,falso,matematicas,variaciones_matematicas
96 × 5 = 480,verdadero,matematicas,variaciones_matematicas
6 - 47 = -33,falso,matematicas,variaciones_matematicas
149 × 13 = 1954,falso,matematicas,variaciones_matematicas
55 ÷ 50 = 1,verdadero,matematicas,generador_masivo
184 × 1 = 184,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
30 + 8 = 38,verdadero,matematicas,generador_masivo
68 × 22 = 1496,verdadero,matematicas,generador_masivo
65 - 24 = 41,verdadero,matematicas,variaciones_matematicas
88 + 76 + 15 = 184,falso,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
La constante de Planck es 6.626 × 10⁻³⁴ J·s,verdadero,ciencia,ciencia_adicional
29² = 856,falso,matematicas,variaciones_matematicas
78 ÷ 6 = 13,verdadero,matematicas,generador_masivo
75 × 40 = 3010,falso,matematicas,generador_masivo
7 × 8 = 56,verdadero,matematicas,basico
156 + 57 = 215,falso,matematicas,variaciones_matematicas
69 + 34 = 105,falso,matematicas,generador_masivo
80 + 4 = 84,verdadero,matematicas,generador_masivo
163 × 93 = 15159,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
98 ÷ 96 = 1,verdadero,matematicas,variaciones_matematicas
20 - 80 = -42,falso,matematicas,variaciones_matematicas
√676 = 26,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AA3) tiene un diámetro aproximado de 0.04 km,verdadero,astronomia,nasa
37 × 18 = 671,falso,matematicas,generador_masivo
64 ÷ 38 = 7,falso,matematicas,generador_masivo
SSH significa Secure Shell,verdadero,tecnologia,generador_masivo
65² = 4237,falso,matematicas,variaciones_matematicas
199 + 2 + 5 = 210,falso,matematicas,variaciones_matematicas
86 × 15 = 1290,verdadero,matematicas,generador_masivo
83 × 41 = 3403,verdadero,matematicas,generador_masivo
Pekín no es la capital de China,falso,geografia,generador_masivo
Los humanos no tienen 206 huno esos,falso,ciencia,generador_masivo
86 × 1 = 96,falso,matematicas,generador_masivo
Vue.js no es un framework progrno esivo,falso,tecnologia,variaciones_tecnologicas
66 + 44 + 35 = 145,verdadero,matematicas,variaciones_matematicas
(157 + 94) × 17 = 4267,verdadero,matematicas,variaciones_matematicas
3 - 47 = -44,verdadero,matematicas,generador_masivo
48 ÷ 24 = 6,falso,matematicas,generador_masivo
172² = 29594,falso,matematicas,variaciones_matematicas
66 ÷ 15 = 14,falso,matematicas,generador_masivo
90 ÷ 1 = 90,verdadero,matematicas,variaciones_matematicas
108 × 89 = 9619,falso,matematicas,variaciones_matematicas
24 + 35 = 59,verdadero,matematicas,variaciones_matematicas
45 - 49 = -3,falso,matematicas,generador_masivo
103 + 3 = 106,verdadero,matematicas,variaciones_matematicas
80 + 4 = 94,falso,matematicas,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
(86 + 88) × 18 = 3140,falso,matematicas,variaciones_matematicas
175² = 30627,falso,matematicas,variaciones_matematicas
188 + 68 = 269,falso,matematicas,variaciones_matematicas
(50 + 36) × 46 = 3956,verdadero,matematicas,variaciones_matematicas
70 ÷ 40 = 1,verdadero,matematicas,generador_masivo
101 ÷ 86 = 7,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
27 + 60 + 2 = 101,falso,matematicas,variaciones_matematicas
40 ÷ 9 = 4,verdadero,matematicas,variaciones_matematicas
24 × 33 = 812,falso,matematicas,variaciones_matematicas
76 × 19 = 1444,verdadero,matematicas,generador_masivo
44 + 30 = 74,verdadero,matematicas,generador_masivo
Los humanos no tienen 206 huno esos,falso,ciencia,generador_masivo
(120 + 74) × 42 = 8148,verdadero,matematicas,variaciones_matematicas
72 - 32 = 40,verdadero,matematicas,generador_masivo
72 ÷ 82 = 8,falso,matematicas,variaciones_matematicas
Alemania está en Europa,verdadero,geografia,generador_masivo
83² = 6898,falso,matematicas,variaciones_matematicas
35 + 27 = 62,verdadero,matematicas,generador_masivo
25 - 6 = 19,verdadero,matematicas,generador_masivo
53 ÷ 30 = 1,verdadero,matematicas,generador_masivo
92 × 32 = 2950,falso,matematicas,generador_masivo
109² = 11881,verdadero,matematicas,variaciones_matematicas
88 - 37 = 52,falso,matematicas,generador_masivo
56 + 32 = 88,verdadero,matematicas,generador_masivo
86² = 7396,verdadero,matematicas,variaciones_matematicas
(89 + 30) × 37 = 4419,falso,matematicas,variaciones_matematicas
193 × 42 = 8108,falso,matematicas,variaciones_matematicas
44 - 22 = 23,falso,matematicas,generador_masivo
167 - 93 = 76,falso,matematicas,variaciones_matematicas
82 × 30 = 2467,falso,matematicas,generador_masivo
72 - 36 = 36,verdadero,matematicas,generador_masivo
73 × 40 = 2920,verdadero,matematicas,generador_masivo
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
(169 + 82) × 37 = 9287,verdadero,matematicas,variaciones_matematicas
23 ÷ 28 = 10,falso,matematicas,generador_masivo
62 × 35 = 2170,verdadero,matematicas,generador_masivo
135 ÷ 45 = 21,falso,matematicas,variaciones_matematicas
189 + 30 + 44 = 263,verdadero,matematicas,variaciones_matematicas
El agua hierve a 100°C,falso,ciencia,basico
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
30 × 39 = 1182,falso,matematicas,variaciones_matematicas
25 - 6 = 24,falso,matematicas,generador_masivo
196² = 38429,falso,matematicas,variaciones_matematicas
159² = 25281,verdadero,matematicas,variaciones_matematicas
55 ÷ 42 = 4,falso,matematicas,generador_masivo
182 ÷ 85 = 18,falso,matematicas,variaciones_matematicas
(32 + 3) × 17 = 596,falso,matematicas,variaciones_matematicas
8 + 47 + 35 = 109,falso,matematicas,variaciones_matematicas
(32 + 3) × 17 = 595,verdadero,matematicas,variaciones_matematicas
113² = 12769,verdadero,matematicas,variaciones_matematicas
9 + 45 = 54,verdadero,matematicas,generador_masivo
"El radio de la Tierra no es 6,371 km",falso,ciencia,ciencia_adicional
32 ÷ 48 = 0,verdadero,matematicas,generador_masivo
98 ÷ 29 = 4,falso,matematicas,generador_masivo
107 × 41 = 4404,falso,matematicas,variaciones_matematicas
105 - 28 = 77,verdadero,matematicas,variaciones_matematicas
El asteroide (2021 EU4) tiene un diámetro aproximado de 0.07 km,verdadero,astronomia,nasa
144 + 49 = 193,verdadero,matematicas,variaciones_matematicas
√28224 = 168,verdadero,matematicas,variaciones_matematicas
El asteroide (2025 AK2) tiene un diámetro aproximado de 0.27 km,verdadero,astronomia,nasa
99 + 11 = 110,verdadero,matematicas,generador_masivo
186² = 34615,falso,matematicas,variaciones_matematicas
193 + 33 = 226,verdadero,matematicas,variaciones_matematicas
61 ÷ 76 = 7,falso,matematicas,variaciones_matematicas
148 ÷ 87 = 1,verdadero,matematicas,variaciones_matematicas
51² = 2604,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
96 ÷ 3 = 40,falso,matematicas,generador_masivo
81 × 25 = 2031,falso,matematicas,generador_masivo
196 + 88 = 284,verdadero,matematicas,variaciones_matematicas
28 + 6 = 34,verdadero,matematicas,variaciones_matematicas
56 + 40 = 96,verdadero,matematicas,generador_masivo
1 - 27 = -26,verdadero,matematicas,generador_masivo
99 + 38 + 1 = 138,verdadero,matematicas,variaciones_matematicas
114 + 5 = 122,falso,matematicas,variaciones_matematicas
45 - 49 = -4,verdadero,matematicas,generador_masivo
√5184 = 79,falso,matematicas,variaciones_matematicas
79 × 2 = 158,verdadero,matematicas,generador_masivo
31 + 69 + 16 = 116,verdadero,matematicas,variaciones_matematicas
(19 + 70) × 33 = 2948,falso,matematicas,variaciones_matematicas
138² = 19052,falso,matematicas,variaciones_matematicas
67 + 8 = 75,verdadero,matematicas,generador_masivo
164 × 72 = 11810,falso,matematicas,variaciones_matematicas
63 × 11 = 703,falso,matematicas,generador_masivo
El asteroide (2024 BK1) tiene un diámetro aproximado de 0.08 km,verdadero,astronomia,nasa
56 ÷ 98 = 0,verdadero,matematicas,variaciones_matematicas
99 × 18 = 1782,verdadero,matematicas,variaciones_matematicas
98 ÷ 12 = 16,falso,matematicas,variaciones_matematicas
45 ÷ 8 = 5,verdadero,matematicas,generador_masivo
El asteroide (2024 AM) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
JavaScript se ejecuta en el navegador,falso,tecnologia,basico
27² = 749,falso,matematicas,variaciones_matematicas
DNS convierte nombrno es en direccionno es IP,falso,tecnologia,tecnologia_adicional
145 × 17 = 2465,verdadero,matematicas,variaciones_matematicas
El asteroide (2023 OG5) tiene un diámetro aproximado de 0.09 km,verdadero,astronomia,nasa
93 + 26 = 124,falso,matematicas,generador_masivo
195 × 37 = 7215,verdadero,matematicas,variaciones_matematicas
21 + 24 = 54,falso,matematicas,generador_masivo
65 + 7 + 2 = 74,verdadero,matematicas,variaciones_matematicas
54 × 20 = 1083,falso,matematicas,generador_masivo
Toronto es una ciudad de Canadá,verdadero,geografia,generador_masivo
80 ÷ 33 = 2,verdadero,matematicas,generador_masivo
9 - 49 = -39,falso,matematicas,generador_masivo
El asteroide (2017 YA8) tiene un diámetro aproximado de 0.20 km,verdadero,astronomia,nasa
118 - 23 = 95,verdadero,matematicas,variaciones_matematicas
18 + 40 = 58,verdadero,matematicas,generador_masivo
La Segunda Guerra Mundial duró de 1939 a 1945,verdadero,historia,generador_masivo
78 + 45 = 123,verdadero,matematicas,variaciones_matematicas
103 - 12 = 91,verdadero,matematicas,variaciones_matematicas
130² = 16900,verdadero,matematicas,variaciones_matematicas
41 ÷ 4 = 12,falso,matematicas,generador_masivo
80 ÷ 9 = 8,verdadero,matematicas,generador_masivo
190 + 89 = 293,falso,matematicas,variaciones_matematicas
27 + 79 + 24 = 150,falso,matematicas,variaciones_matematicas
√18496 = 151,falso,matematicas,variaciones_matematicas
Python no es un lenguaje interpretado,falso,tecnologia,generador_masivo
12 × 29 = 358,falso,matematicas,generador_masivo
186 + 3 = 199,falso,matematicas,variaciones_matematicas
(192 + 47) × 12 = 2872,falso,matematicas,variaciones_matematicas
54 × 37 = 2005,falso,matematicas,generador_masivo
73² = 5329,verdadero,matematicas,variaciones_matematicas
27 ÷ 20 = 1,verdadero,matematicas,generador_masivo
47 × 18 = 847,falso,matematicas,generador_masivo
12² = 163,falso,matematicas,variaciones_matematicas
185² = 34225,verdadero,matematicas,variaciones_matematicas
(190 + 77) × 10 = 2670,verdadero,matematicas,variaciones_matematicas
(154 + 16) × 50 = 8500,verdadero,matematicas,variaciones_matematicas
HTML es un lenguaje de marcado,verdadero,tecnologia,generador_masivo
√31329 = 177,verdadero,matematicas,variaciones_matematicas
41 + 40 + 32 = 113,verdadero,matematicas,variaciones_matematicas
59 + 30 = 98,falso,matematicas,generador_masivo
La independencia de EE.UU. no fue en 1776,falso,historia,basico
188² = 35349,falso,matematicas,variaciones_matematicas
142 + 84 = 233,falso,matematicas,variaciones_matematicas
El asteroide (2020 BC) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
10 + 6 = 23,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
Elasticsearch es un motor de búsqueda,verdadero,tecnologia,variaciones_tecnologicas
113 + 68 + 30 = 215,falso,matematicas,variaciones_matematicas
56 ÷ 29 = 1,verdadero,matematicas,variaciones_matematicas
La gravedad atrae los objetos hacia la Tierra,verdadero,ciencia,basico
SSH permite conexiones seguras remotas,verdadero,tecnologia,tecnologia_adicional
99 × 18 = 1789,falso,matematicas,variaciones_matematicas
√31684 = 180,falso,matematicas,variaciones_matematicas
76 × 11 = 836,verdadero,matematicas,variaciones_matematicas
√35721 = 189,verdadero,matematicas,variaciones_matematicas
49 - 21 = 28,verdadero,matematicas,variaciones_matematicas
(58 + 9) × 7 = 482,falso,matematicas,variaciones_matematicas
(55 + 64) × 2 = 253,falso,matematicas,variaciones_matematicas
(10 + 67) × 22 = 1711,falso,matematicas,variaciones_matematicas
48 - 21 = 27,verdadero,matematicas,generador_masivo
144 ÷ 67 = 2,verdadero,matematicas,variaciones_matematicas
181 × 53 = 9593,verdadero,matematicas,variaciones_matematicas
15 + 96 + 47 = 158,verdadero,matematicas,variaciones_matematicas
47 + 34 = 81,verdadero,matematicas,generador_masivo
55 ÷ 92 = 0,verdadero,matematicas,variaciones_matematicas
32 + 34 = 68,falso,matematicas,generador_masivo
95 + 42 = 140,falso,matematicas,generador_masivo
√25 = 24,falso,matematicas,variaciones_matematicas
141 + 52 = 194,falso,matematicas,variaciones_matematicas
